acc_x,acc_y,acc_z,gyro_x,gyro_y,gyro_z,mag_x,mag_y,mag_z,time,sensor,dir
-0.02,0.58,-0.81,-1.79,1.54,-1.1,47.6,477.39,-1410.95,143513687.0,gyro,
-0.02,0.58,-0.81,-1.72,1.57,-1.08,47.6,477.39,-1410.95,143517564.0,gyro,
-0.02,0.58,-0.82,-1.56,1.53,-1.14,47.6,491.58,-1407.53,143523400.0,gyro,
-0.02,0.58,-0.82,-1.5,1.59,-1.14,47.6,491.58,-1407.53,143527720.0,gyro,
-0.02,0.58,-0.82,-1.68,1.46,-1.16,45.84,472.06,-1392.14,143533579.0,gyro,
-0.02,0.58,-0.82,-1.71,1.56,-1.17,45.84,472.06,-1392.14,143537453.0,gyro,
-0.02,0.58,-0.82,-1.62,1.54,-1.17,44.07,473.84,-1410.95,143543743.0,gyro,
-0.02,0.58,-0.82,-1.5,1.56,-1.19,44.07,473.84,-1410.95,143547621.0,gyro,
-0.02,0.58,-0.82,-1.71,1.43,-1.16,58.18,480.94,-1407.53,143553463.0,gyro,
-0.02,0.58,-0.82,-1.79,1.48,-1.1,58.18,480.94,-1407.53,143557344.0,gyro,
-0.02,0.58,-0.82,-1.65,1.5,-1.1,44.07,473.84,-1404.11,143563629.0,gyro,
-0.02,0.58,-0.82,-1.72,1.43,-1.11,44.07,473.84,-1404.11,143567496.0,gyro,
-0.02,0.58,-0.81,-1.92,1.45,-1.08,49.36,475.61,-1405.82,143573345.0,gyro,
-0.02,0.58,-0.82,-1.77,1.48,-1.14,49.36,475.61,-1405.82,143577666.0,gyro,
-0.02,0.58,-0.82,-1.43,1.54,-1.08,65.23,491.58,-1410.95,143583525.0,gyro,
-0.02,0.58,-0.82,-1.66,1.5,-1.1,65.23,491.58,-1410.95,143587407.0,gyro,
-0.02,0.58,-0.82,-1.95,1.39,-1.13,42.31,500.46,-1402.4,143593251.0,gyro,
-0.02,0.58,-0.81,-1.82,1.53,-1.08,42.31,500.46,-1402.4,143597585.0,gyro,
-0.02,0.58,-0.82,-1.68,1.51,-1.01,49.36,489.81,-1398.98,143603420.0,gyro,
-0.02,0.58,-0.82,-1.79,1.5,-1.08,49.36,489.81,-1398.98,143607306.0,gyro,
-0.02,0.58,-0.81,-1.71,1.54,-1.08,51.13,488.03,-1407.53,143613602.0,gyro,
-0.02,0.58,-0.82,-1.4,1.5,-1.08,51.13,488.03,-1407.53,143617491.0,gyro,
-0.02,0.58,-0.81,-1.54,1.5,-1.13,59.94,475.61,-1398.98,143623333.0,gyro,
-0.02,0.57,-0.81,-1.97,1.5,-1.19,59.94,475.61,-1398.98,143627203.0,gyro,
-0.02,0.58,-0.81,-1.75,1.48,-1.14,66.99,482.71,-1402.4,143633522.0,gyro,
-0.02,0.58,-0.81,-1.42,1.5,-1.1,66.99,482.71,-1402.4,143637397.0,gyro,
-0.02,0.58,-0.81,-1.45,1.53,-1.1,47.6,470.29,-1417.79,143643226.0,gyro,
-0.02,0.58,-0.82,-1.6,1.51,-1.07,47.6,470.29,-1417.79,143647559.0,gyro,
-0.02,0.58,-0.82,-1.5,1.48,-0.99,51.13,480.94,-1410.95,143653421.0,gyro,
-0.02,0.58,-0.82,-1.57,1.53,-1.1,51.13,480.94,-1410.95,143657285.0,gyro,
-0.02,0.58,-0.82,-1.79,1.57,-1.07,45.84,475.61,-1395.56,143663597.0,gyro,
-0.02,0.58,-0.82,-1.62,1.57,-1.11,45.84,475.61,-1395.56,143667476.0,gyro,
-0.02,0.58,-0.82,-1.45,1.63,-1.14,54.65,470.29,-1400.69,143673319.0,gyro,
-0.02,0.58,-0.82,-1.56,1.53,-1.11,54.65,470.29,-1400.69,143677198.0,gyro,
-0.02,0.58,-0.82,-1.71,1.46,-1.22,40.55,480.94,-1400.69,143683492.0,gyro,
-0.02,0.58,-0.82,-1.66,1.37,-1.16,40.55,480.94,-1400.69,143687378.0,gyro,
